CBD,LAT,LON,THK,SRF
0,-77.875,166.9133,9999,9999
1,-77.875,166.908707,9999,9999
2,-77.875,166.904205,9999,9999
3,-77.875,166.8983,9999,9999
4,-77.875,166.893799,9999,9999
5,-77.874893,166.889206,9999,9999
6,-77.874893,166.888794,9999,9999
7,-77.874893,166.884293,9999,9999
8,-77.874802,166.879807,9999,9999
9,-77.876205,166.873795,9999,9999
10,-77.876099,166.873398,9999,9999
11,-77.877502,166.875702,9999,9999
12,-77.877502,166.875305,9999,9999
13,-77.877396,166.874893,9999,9999
14,-77.877396,166.884094,9999,9999
15,-77.876007,166.919403,9999,9999
16,-77.874603,166.967102,9999,9999
17,-77.871796,167.033997,9999,9999
18,-77.871796,167.099503,9999,9999
19,-77.881393,167.148499,9999,9999
20,-77.8965,167.139801,9999,9999
21,-77.912903,167.1064,9999,9999
22,-77.926605,167.0896,9999,9999
23,-77.944397,167.075394,9999,9999
24,-77.960907,167.061203,9999,9999
25,-77.977295,167.047104,9999,9999
26,-77.995102,167.0233,9999,9999
27,-78.011597,166.995407,9999,9999
28,-78.028107,166.967499,9999,9999
29,-78.043198,166.942398,9999,9999
30,-78.061005,166.914398,9999,9999
31,-78.078796,166.881104,9999,9999
32,-78.0952,166.853104,9999,9999
33,-78.114395,166.822495,9999,9999
34,-78.130905,166.790497,9999,9999
35,-78.148697,166.759796,9999,9999
36,-78.167892,166.729202,9999,9999
37,-78.187103,166.691696,9999,9999
38,-78.204895,166.658203,9999,9999
39,-78.222702,166.623398,9999,9999
40,-78.241898,166.5914,9999,9999
41,-78.261093,166.562103,9999,9999
42,-78.2789,166.5383,9999,9999
43,-78.298203,166.521393,9999,9999
44,-78.320099,166.503098,9999,9999
45,-78.337906,166.482101,9999,9999
46,-78.358505,166.462402,9999,9999
47,-78.377701,166.435806,9999,9999
48,-78.3983,166.407898,9999,9999
49,-78.416107,166.385498,9999,9999
50,-78.435303,166.361603,9999,9999
51,-78.455795,166.337799,9999,9999
52,-78.476395,166.313995,9999,9999
53,-78.499695,166.294296,9999,9999
54,-78.520294,166.277298,9999,9999
55,-78.538101,166.264496,9999,9999
56,-78.559998,166.236603,9999,9999
57,-78.580597,166.212708,9999,9999
58,-78.601196,166.191696,9999,9999
59,-78.621704,166.160995,9999,9999
60,-78.642303,166.143997,9999,9999
61,-78.662903,166.116104,9999,9999
62,-78.687607,166.097702,9999,9999
63,-78.708099,166.075302,9999,9999
64,-78.728699,166.047302,9999,9999
65,-78.750595,166.026199,9999,9999
66,-78.772598,166.003693,9999,9999
67,-78.794495,165.974396,9999,9999
68,-78.816498,165.951996,9999,9999
69,-78.838394,165.917099,9999,9999
70,-78.860306,165.889206,9999,9999
71,-78.884995,165.858398,9999,9999
72,-78.909698,165.837296,9999,9999
73,-78.931595,165.803894,9999,9999
74,-78.953598,165.767593,9999,9999
75,-78.976898,165.732803,9999,9999
76,-78.998795,165.699295,9999,9999
77,-79.020798,165.667206,9999,9999
78,-79.045502,165.636505,9999,9999
79,-79.068802,165.609894,9999,9999
80,-79.094803,165.579102,9999,9999
81,-79.119507,165.541504,9999,9999
82,-79.141403,165.509399,9999,9999
83,-79.166107,165.479996,9999,9999
84,-79.1922,165.446503,9999,9999
85,-79.2155,165.411697,9999,9999
86,-79.242905,165.369904,9999,9999
87,-79.270401,165.332306,9999,9999
88,-79.296402,165.300201,9999,9999
89,-79.326599,165.261093,9999,9999
90,-79.356796,165.220703,9999,9999
91,-79.384201,165.181702,9999,9999
92,-79.410202,165.146805,9999,9999
93,-79.439102,165.107803,9999,9999
94,-79.466507,165.071503,9999,9999
95,-79.4953,165.029694,9999,9999
96,-79.522705,164.996201,9999,9999
97,-79.550095,164.954407,9999,9999
98,-79.580307,164.909805,9999,9999
99,-79.607697,164.870804,9999,9999
100,-79.635193,164.833099,9999,9999
101,-79.659897,164.792694,9999,9999
102,-79.688599,164.746796,9999,9999
103,-79.717499,164.705002,9999,9999
104,-79.7435,164.659103,9999,9999
105,-79.769501,164.622803,9999,9999
106,-79.796997,164.585098,9999,9999
107,-79.827103,164.5392,9999,9999
108,-79.854599,164.496002,9999,9999
109,-79.882004,164.452805,9999,9999
110,-79.908096,164.412399,9999,9999
111,-79.935501,164.369202,9999,9999
112,-79.964294,164.320496,9999,9999
113,-79.990295,164.281403,9999,9999
114,-80.016403,164.236801,9999,9999
115,-80.041,164.2005,9999,9999
116,-80.072601,164.146301,9999,9999
117,-80.100006,164.103104,9999,9999
118,-80.126099,164.062698,9999,9999
119,-80.153503,164.020798,9999,9999
120,-80.179596,163.979004,9999,9999
121,-80.207001,163.934402,9999,9999
122,-80.234406,163.892502,9999,9999
123,-80.260498,163.8479,9999,9999
124,-80.286499,163.801895,9999,9999
125,-80.316696,163.751801,9999,9999
126,-80.3414,163.704498,9999,9999
127,-80.367401,163.662598,9999,9999
128,-80.394806,163.617996,9999,9999
129,-80.422195,163.572006,9999,9999
130,-80.451004,163.521896,9999,9999
131,-80.481201,163.470306,9999,9999
132,-80.507202,163.4189,9999,9999
133,-80.535995,163.376907,9999,9999
134,-80.564804,163.321304,9999,9999
135,-80.593597,163.271194,9999,9999
136,-80.619705,163.2211,9999,9999
137,-80.645706,163.170898,9999,9999
138,-80.671799,163.124893,9999,9999
139,-80.699203,163.087097,9999,9999
140,-80.7211,163.050705,9999,9999
141,-80.748505,163.001907,9999,9999
142,-80.773193,162.953201,9999,9999
143,-80.800598,162.915298,9999,9999
144,-80.825302,162.877502,9999,9999
145,-80.850006,162.854904,9999,9999
146,-80.871902,162.826706,9999,9999
147,-80.895203,162.784805,9999,9999
