CBD,LAT,LON,THK,SRF
4,-77.875,166.9133,9999,9999
8,-77.875107,166.908905,9999,9999
12,-77.875107,166.908493,9999,9999
16,-77.875198,166.904099,9999,9999
20,-77.875198,166.903702,9999,9999
24,-77.875198,166.903397,9999,9999
28,-77.875305,166.897705,9999,9999
32,-77.875305,166.897293,9999,9999
36,-77.875397,166.892899,9999,9999
40,-77.875397,166.888504,9999,9999
44,-77.875397,166.888107,9999,9999
48,-77.875504,166.887802,9999,9999
52,-77.875504,166.883301,9999,9999
56,-77.875504,166.882996,9999,9999
60,-77.875595,166.882706,9999,9999
16,-77.875595,166.882401,9999,9999
17,-77.875595,166.882095,9999,9999
18,-77.875702,166.881805,9999,9999
19,-77.875702,166.8815,9999,9999
20,-77.875793,166.881104,9999,9999
21,-77.875793,166.880798,9999,9999
22,-77.875793,166.880493,9999,9999
23,-77.8759,166.880203,9999,9999
24,-77.8759,166.879898,9999,9999
25,-77.876007,166.879593,9999,9999
26,-77.877396,166.877899,9999,9999
27,-77.877396,166.877594,9999,9999
28,-77.877396,166.877197,9999,9999
29,-77.877502,166.876907,9999,9999
30,-77.877502,166.876602,9999,9999
31,-77.877502,166.8983,9999,9999
32,-77.876205,166.928207,9999,9999
33,-77.876297,166.977295,9999,9999
34,-77.873505,167.042892,9999,9999
35,-77.876297,167.113998,9999,9999
36,-77.887405,167.175507,9999,9999
37,-77.901093,167.2164,9999,9999
38,-77.914902,167.270996,9999,9999
39,-77.925903,167.324203,9999,9999
40,-77.936905,167.380203,9999,9999
41,-77.947998,167.433395,9999,9999
42,-77.959,167.494904,9999,9999
43,-77.971405,167.546799,9999,9999
44,-77.983795,167.608307,9999,9999
45,-77.996201,167.668396,9999,9999
46,-78.007202,167.721603,9999,9999
47,-78.020996,167.770798,9999,9999
48,-78.031998,167.825394,9999,9999
49,-78.045807,167.873093,9999,9999
50,-78.060898,167.923599,9999,9999
51,-78.073303,167.975494,9999,9999
52,-78.087097,168.026001,9999,9999
53,-78.100906,168.083405,9999,9999
54,-78.1147,168.133804,9999,9999
55,-78.126999,168.191193,9999,9999
56,-78.140793,168.247192,9999,9999
57,-78.154602,168.298996,9999,9999
58,-78.169693,168.3591,9999,9999
59,-78.183502,168.4151,9999,9999
60,-78.1987,168.4711,9999,9999
61,-78.212402,168.514694,9999,9999
62,-78.2276,168.573395,9999,9999
63,-78.241302,168.630798,9999,9999
64,-78.255096,168.686707,9999,9999
65,-78.268906,168.749603,9999,9999
66,-78.2827,168.801407,9999,9999
67,-78.296402,168.864304,9999,9999
68,-78.310196,168.929901,9999,9999
69,-78.321304,168.992706,9999,9999
70,-78.336395,169.050095,9999,9999
71,-78.352997,169.111603,9999,9999
72,-78.366699,169.163406,9999,9999
73,-78.381897,169.226303,9999,9999
74,-78.395706,169.287704,9999,9999
75,-78.410797,169.354706,9999,9999
76,-78.423203,169.423004,9999,9999
77,-78.4384,169.480301,9999,9999
78,-78.452103,169.543198,9999,9999
79,-78.468597,169.606094,9999,9999
80,-78.483795,169.670303,9999,9999
81,-78.500305,169.729004,9999,9999
82,-78.515503,169.795898,9999,9999
83,-78.533401,169.857407,9999,9999
84,-78.547104,169.924393,9999,9999
85,-78.563705,169.996796,9999,9999
86,-78.576096,170.069305,9999,9999
87,-78.595398,170.140396,9999,9999
88,-78.610504,170.219696,9999,9999
89,-78.629807,170.300293,9999,9999
90,-78.647705,170.3797,9999,9999
91,-78.6642,170.465805,9999,9999
92,-78.680695,170.552002,9999,9999
93,-78.699997,170.636795,9999,9999
94,-78.716507,170.723007,9999,9999
95,-78.733093,170.813293,9999,9999
96,-78.752304,170.895401,9999,9999
97,-78.767502,170.993896,9999,9999
98,-78.788101,171.081497,9999,9999
99,-78.803299,171.167603,9999,9999
100,-78.819794,171.260696,9999,9999
101,-78.836304,171.348297,9999,9999
102,-78.852905,171.435806,9999,9999
103,-78.872192,171.524704,9999,9999
104,-78.888702,171.613602,9999,9999
105,-78.906601,171.705307,9999,9999
106,-78.923096,171.802505,9999,9999
107,-78.940994,171.888702,9999,9999
108,-78.958893,171.976303,9999,9999
109,-78.976807,172.070694,9999,9999
110,-78.992004,172.155502,9999,9999
111,-79.011307,172.241592,9999,9999
112,-79.027802,172.331894,9999,9999
113,-79.0457,172.427704,9999,9999
114,-79.060898,172.519394,9999,9999
115,-79.077393,172.617996,9999,9999
116,-79.098099,172.709595,9999,9999
117,-79.113205,172.8013,9999,9999
118,-79.131104,172.898407,9999,9999
119,-79.147705,172.991501,9999,9999
120,-79.162796,173.084503,9999,9999
121,-79.182098,173.173492,9999,9999
122,-79.198593,173.261002,9999,9999
123,-79.215195,173.354004,9999,9999
124,-79.230301,173.462204,9999,9999
125,-79.249603,173.556595,9999,9999
126,-79.267502,173.651001,9999,9999
127,-79.2827,173.749603,9999,9999
128,-79.299194,173.841293,9999,9999
129,-79.313004,173.942505,9999,9999
130,-79.321304,174.071396,9999,9999
131,-79.326797,174.191895,9999,9999
132,-79.333801,174.3125,9999,9999
133,-79.339294,174.446793,9999,9999
134,-79.347595,174.563202,9999,9999
135,-79.355896,174.683701,9999,9999
136,-79.361496,174.813904,9999,9999
137,-79.369797,174.930405,9999,9999
138,-79.373993,175.052307,9999,9999
139,-79.380905,175.174301,9999,9999
140,-79.387802,175.300293,9999,9999
141,-79.393402,175.422302,9999,9999
142,-79.398895,175.553894,9999,9999
143,-79.404495,175.675797,9999,9999
144,-79.410004,175.797699,9999,9999
145,-79.417007,175.921097,9999,9999
146,-79.422501,176.048492,9999,9999
147,-79.428101,176.166306,9999,9999
148,-79.434998,176.297897,9999,9999
149,-79.440598,176.417099,9999,9999
150,-79.446106,176.550003,9999,9999
151,-79.451706,176.681595,9999,9999
152,-79.457306,176.804901,9999,9999
153,-79.461395,176.929703,9999,9999
154,-79.466995,177.052994,9999,9999
155,-79.472504,177.1763,9999,9999
156,-79.478104,177.305099,9999,9999
157,-79.4823,177.429901,9999,9999
158,-79.489197,177.557297,9999,9999
159,-79.493393,177.682098,9999,9999
160,-79.497604,177.821899,9999,9999
161,-79.504501,177.946594,9999,9999
162,-79.508698,178.071304,9999,9999
163,-79.512894,178.194595,9999,9999
164,-79.517105,178.319397,9999,9999
165,-79.522705,178.4496,9999,9999
166,-79.526794,178.579803,9999,9999
167,-79.533798,178.704498,9999,9999
168,-79.536606,178.825104,9999,9999
169,-79.540802,178.964996,9999,9999
170,-79.546295,179.0952,9999,9999
171,-79.550507,179.221298,9999,9999
172,-79.554703,179.347397,9999,9999
173,-79.558899,179.4832,9999,9999
174,-79.563095,179.613403,9999,9999
175,-79.570007,179.739502,9999,9999
176,-79.574203,179.875198,9999,9999
177,-79.579803,-179.977997,9999,9999
178,-79.582596,-179.821701,9999,9999
179,-79.588196,-179.681793,9999,9999
180,-79.591003,-179.5392,9999,9999
181,-79.592499,-179.399307,9999,9999
182,-79.596603,-179.258102,9999,9999
183,-79.599503,-179.121002,9999,9999
184,-79.603699,-178.974197,9999,9999
185,-79.603699,-178.832901,9999,9999
186,-79.607895,-178.705505,9999,9999
187,-79.610703,-178.548996,9999,9999
188,-79.613602,-178.411896,9999,9999
189,-79.617798,-178.276199,9999,9999
190,-79.621994,-178.143204,9999,9999
191,-79.623398,-178.021103,9999,9999
192,-79.626205,-177.882599,9999,9999
193,-79.630402,-177.751007,9999,9999
194,-79.634598,-177.627594,9999,9999
195,-79.637497,-177.494598,9999,9999
196,-79.643005,-177.357498,9999,9999
197,-79.644501,-177.233994,9999,9999
198,-79.647293,-177.105194,9999,9999
199,-79.651505,-176.981796,9999,9999
200,-79.655701,-176.858398,9999,9999
201,-79.655701,-176.744598,9999,9999
202,-79.659897,-176.621201,9999,9999
